Temperature,Humidity,Moisture,Soil Type,Nitrogen,Potassium,Phosphorous,Season,Region,Crop Type
32.4,58.1,50.0,Black,21,38,42,Zaid,West,Millets
21.9,55.9,39.0,Black,38,37,27,Rabi,West,Millets
29.4,86.8,50.4,Clayey,31,33,18,Kharif,West,Rice
14.8,49.2,53.2,Black,21,48,24,Rabi,North,Millets
34.4,51.2,50.8,Clayey,18,50,35,Zaid,North,Ground Nuts
34.5,46.8,44.9,Clayey,12,21,18,Zaid,Central,Ground Nuts
31.2,42.6,23.8,Clayey,23,17,31,Zaid,North,Millets
21.5,47.2,31.3,Black,26,48,26,Rabi,West,Cotton
30.3,66.8,41.0,Red,31,51,44,Kharif,South,Maize
25.3,71.4,25.4,Loamy,13,31,47,Kharif,Central,Rice
33.8,37.9,46.3,Sandy,37,56,25,Zaid,South,Tobacco
17.8,62.2,45.5,Sandy,24,49,49,Rabi,West,Barley
20.8,33.7,24.7,Clayey,39,41,18,Rabi,North,Wheat
21.8,54.6,41.0,Alluvial,26,22,34,Rabi,East,Sugarcane
31.3,67.6,34.2,Sandy,30,26,24,Kharif,North,Maize
20.1,55.3,37.5,Red,31,38,34,Rabi,East,Wheat
34.8,44.0,34.2,Alluvial,47,13,14,Zaid,East,Wheat
29.6,77.5,29.0,Black,29,30,5,Kharif,Central,Millets
35.6,49.0,35.1,Loamy,48,52,44,Zaid,North,Ground Nuts
21.3,64.6,50.5,Red,45,10,27,Rabi,North,Barley
12.8,68.4,30.4,Clayey,51,14,10,Rabi,East,Barley
38.2,53.2,37.7,Loamy,53,29,32,Zaid,North,Millets
32.4,94.1,21.7,Alluvial,52,50,47,Kharif,East,Sugarcane
19.7,50.7,33.4,Alluvial,51,30,22,Rabi,West,Rice
26.9,66.6,41.4,Red,30,50,6,Kharif,South,Oil seeds
28.0,64.8,26.1,Clayey,46,46,14,Kharif,South,Rice
28.6,78.4,36.5,Black,58,42,23,Kharif,North,Millets
32.2,59.7,52.9,Alluvial,31,32,43,Kharif,West,Sugarcane
15.4,64.2,34.8,Black,46,32,30,Rabi,East,Millets
22.4,55.1,38.6,Loamy,45,32,32,Rabi,West,Wheat
30.1,67.6,48.4,Clayey,18,41,15,Kharif,East,Oil seeds
35.9,49.4,61.5,Sandy,14,33,15,Zaid,West,Ground Nuts
29.7,69.9,46.2,Sandy,41,6,33,Kharif,South,Maize
12.0,71.2,24.8,Clayey,39,42,10,Rabi,South,Barley
33.0,65.4,41.3,Clayey,14,40,11,Kharif,East,Rice
27.5,72.9,62.1,Sandy,41,41,16,Kharif,East,Oil seeds
33.9,73.1,25.3,Black,54,5,35,Kharif,West,Millets
36.3,59.5,35.0,Alluvial,17,12,49,Zaid,West,Rice
17.3,50.6,49.2,Sandy,23,49,38,Rabi,South,Pulses
35.8,52.3,45.1,Sandy,27,10,21,Zaid,East,Millets
38.2,59.5,28.3,Black,42,9,22,Zaid,Central,Millets
18.2,60.8,46.4,Loamy,51,56,12,Rabi,South,Barley
19.4,61.3,31.8,Clayey,14,44,22,Rabi,North,Wheat
33.9,50.6,43.6,Alluvial,16,14,8,Zaid,East,Rice
29.8,72.2,41.1,Alluvial,25,24,31,Kharif,North,Wheat
23.0,45.6,48.5,Red,55,47,26,Rabi,South,Barley
36.7,56.5,41.5,Black,19,35,40,Zaid,Central,Millets
28.2,86.2,32.6,Clayey,37,28,47,Kharif,East,Oil seeds
32.9,42.3,31.0,Sandy,27,44,8,Zaid,West,Tobacco
25.6,57.5,32.8,Black,38,6,37,Rabi,South,Cotton
25.3,74.3,40.4,Sandy,42,44,45,Rabi,West,Pulses
34.8,39.8,36.4,Sandy,38,39,13,Zaid,West,Tobacco
32.7,72.6,43.1,Black,25,44,5,Kharif,North,Cotton
21.3,54.6,42.4,Red,23,59,32,Rabi,East,Wheat
30.5,84.2,42.3,Black,33,28,23,Kharif,North,Cotton
27.8,73.0,38.9,Black,49,39,21,Kharif,South,Cotton
33.9,46.2,35.0,Sandy,32,42,11,Zaid,South,Ground Nuts
23.6,50.4,56.1,Red,18,41,38,Rabi,Central,Pulses
34.7,52.0,36.5,Sandy,19,10,42,Zaid,Central,Tobacco
17.7,51.9,36.2,Alluvial,50,20,23,Rabi,East,Rice
34.6,76.3,30.8,Loamy,35,6,46,Kharif,South,Maize
35.2,85.2,27.1,Red,44,25,18,Kharif,Central,Maize
32.4,69.3,49.1,Sandy,32,39,48,Kharif,East,Oil seeds
29.9,83.2,46.3,Alluvial,23,9,49,Kharif,East,Rice
26.7,70.2,62.7,Clayey,20,55,34,Kharif,East,Oil seeds
36.3,52.9,17.3,Loamy,33,33,7,Zaid,West,Millets
32.6,73.5,36.0,Loamy,36,6,33,Kharif,West,Maize
35.6,34.9,29.4,Red,53,41,32,Zaid,West,Millets
35.8,69.4,52.2,Red,37,28,19,Zaid,South,Tobacco
21.3,49.7,49.5,Sandy,32,54,20,Rabi,West,Barley
29.8,56.9,50.4,Red,32,40,7,Kharif,West,Oil seeds
25.0,52.9,50.0,Red,29,33,21,Rabi,East,Wheat
33.8,48.5,37.2,Black,33,46,48,Zaid,Central,Cotton
25.5,64.5,40.6,Alluvial,55,6,47,Rabi,South,Wheat
19.5,65.5,32.0,Loamy,31,47,15,Rabi,South,Wheat
18.4,65.9,49.4,Clayey,31,12,31,Rabi,Central,Barley
26.4,61.0,33.9,Alluvial,55,38,29,Rabi,East,Rice
15.2,72.7,45.7,Sandy,43,38,21,Rabi,West,Wheat
28.0,55.9,41.3,Sandy,34,25,16,Rabi,North,Wheat
32.3,39.8,37.1,Black,20,26,20,Zaid,East,Millets
27.6,97.2,41.7,Clayey,35,25,46,Kharif,Central,Oil seeds
33.7,49.5,51.1,Red,37,26,29,Zaid,East,Ground Nuts
29.0,82.0,33.9,Clayey,41,32,30,Kharif,Central,Rice
29.3,82.8,32.7,Alluvial,20,32,34,Kharif,South,Wheat
37.4,48.1,48.7,Sandy,39,39,46,Zaid,East,Ground Nuts
12.0,73.8,25.6,Loamy,39,40,25,Rabi,Central,Pulses
31.5,78.6,44.6,Red,41,8,30,Kharif,South,Oil seeds
33.1,57.1,39.2,Black,35,28,48,Zaid,West,Millets
18.2,71.3,57.3,Sandy,23,30,17,Rabi,Central,Wheat
34.0,72.1,43.8,Loamy,41,50,16,Zaid,North,Ground Nuts
23.6,50.7,64.5,Red,40,33,16,Rabi,Central,Barley
18.0,69.1,25.9,Red,36,51,44,Rabi,Central,Wheat
29.5,80.0,43.1,Sandy,30,54,14,Kharif,South,Maize
32.4,39.6,58.1,Red,15,50,45,Zaid,West,Ground Nuts
34.5,70.6,47.6,Sandy,14,7,11,Kharif,West,Maize
32.7,79.1,37.8,Black,12,39,26,Kharif,Central,Millets
17.1,68.6,42.9,Alluvial,10,34,40,Rabi,North,Rice
21.2,52.8,60.5,Loamy,45,9,14,Rabi,Central,Wheat
28.1,78.4,38.9,Sandy,30,55,49,Kharif,Central,Maize
23.6,70.3,42.4,Clayey,49,25,46,Rabi,East,Barley
36.5,51.3,53.5,Alluvial,37,21,6,Zaid,South,Wheat
34.0,58.6,47.9,Sandy,27,27,38,Zaid,West,Millets
27.7,79.6,48.2,Clayey,15,21,28,Kharif,East,Oil seeds
37.2,42.9,60.8,Red,18,8,33,Zaid,East,Millets
35.3,76.9,43.0,Loamy,35,39,18,Kharif,East,Oil seeds
17.0,66.7,59.3,Black,20,11,32,Rabi,Central,Cotton
19.5,50.7,32.6,Sandy,40,41,8,Rabi,East,Wheat
20.7,61.8,43.1,Sandy,47,21,39,Rabi,North,Pulses
24.4,38.8,44.0,Red,33,15,43,Rabi,West,Pulses
36.8,46.3,30.6,Sandy,11,49,28,Zaid,West,Tobacco
29.7,93.2,34.1,Red,19,10,26,Kharif,North,Maize
17.5,42.8,35.7,Loamy,24,21,5,Rabi,West,Wheat
24.8,95.7,31.4,Alluvial,53,47,42,Kharif,Central,Wheat
15.5,43.2,33.9,Clayey,59,27,20,Rabi,Central,Barley
31.7,53.1,40.8,Loamy,21,34,16,Kharif,North,Oil seeds
36.0,44.5,50.6,Black,39,28,45,Zaid,South,Millets
33.5,42.1,34.3,Alluvial,45,25,21,Zaid,West,Wheat
33.2,46.9,16.8,Loamy,29,53,46,Zaid,South,Ground Nuts
27.7,85.5,30.4,Alluvial,16,25,31,Kharif,East,Rice
35.1,61.7,32.0,Loamy,12,12,47,Zaid,Central,Tobacco
11.7,42.5,26.8,Clayey,16,16,14,Rabi,West,Wheat
32.0,61.8,35.3,Black,19,55,11,Kharif,West,Millets
19.0,50.6,12.1,Red,53,37,40,Rabi,West,Pulses
17.5,77.8,40.7,Loamy,55,44,25,Rabi,South,Barley
28.8,84.6,46.2,Black,39,9,33,Kharif,Central,Millets
22.1,58.5,49.7,Red,45,20,35,Rabi,West,Barley
38.4,57.5,36.6,Loamy,53,38,24,Zaid,East,Millets
28.8,76.2,52.0,Clayey,47,50,7,Kharif,Central,Maize
28.6,75.2,43.0,Red,18,51,16,Kharif,South,Oil seeds
22.3,73.0,55.7,Sandy,42,7,46,Kharif,West,Oil seeds
37.3,56.6,51.6,Clayey,20,39,21,Zaid,West,Tobacco
33.7,62.4,33.4,Clayey,20,43,47,Kharif,North,Maize
37.5,50.8,43.9,Clayey,43,36,7,Zaid,South,Tobacco
30.8,74.9,32.0,Sandy,36,26,7,Kharif,North,Maize
24.0,56.0,37.6,Red,39,55,32,Kharif,West,Oil seeds
36.7,43.5,35.8,Red,22,15,26,Zaid,South,Millets
19.4,61.8,51.3,Sandy,38,21,43,Rabi,East,Wheat
18.0,63.5,48.1,Black,58,10,24,Rabi,North,Millets
30.0,69.7,42.9,Black,28,38,10,Kharif,North,Millets
18.7,52.0,50.3,Clayey,23,12,40,Rabi,East,Pulses
34.0,45.9,27.2,Red,33,43,46,Zaid,East,Ground Nuts
25.5,65.1,43.6,Black,10,45,44,Rabi,South,Millets
11.4,64.4,54.4,Red,40,7,39,Rabi,West,Barley
26.7,67.2,49.8,Clayey,58,40,13,Rabi,Central,Barley
32.4,73.6,32.9,Sandy,59,51,11,Kharif,South,Oil seeds
33.2,93.5,43.1,Alluvial,45,43,46,Kharif,East,Rice
35.8,49.9,43.1,Black,23,50,17,Zaid,Central,Cotton
19.3,73.5,37.3,Sandy,39,19,30,Rabi,West,Barley
23.2,62.9,39.7,Black,39,55,48,Rabi,West,Millets
25.3,64.9,31.8,Red,43,33,37,Rabi,South,Pulses
34.6,50.6,21.1,Sandy,35,57,22,Zaid,South,Ground Nuts
17.7,62.5,42.6,Black,19,30,46,Rabi,Central,Cotton
24.0,64.7,45.3,Sandy,29,36,7,Rabi,North,Wheat
33.0,50.6,55.3,Alluvial,57,21,39,Zaid,South,Rice
29.5,47.5,31.1,Red,47,23,36,Rabi,East,Wheat
38.4,56.3,47.1,Clayey,52,52,27,Zaid,Central,Ground Nuts
17.9,71.0,36.2,Sandy,22,16,41,Rabi,East,Barley
15.2,54.6,21.9,Black,19,30,46,Rabi,South,Cotton
24.1,87.2,54.4,Alluvial,26,45,38,Kharif,East,Sugarcane
33.1,41.7,42.5,Black,13,7,26,Zaid,East,Millets
33.5,51.2,39.2,Red,23,55,45,Zaid,West,Tobacco
23.8,78.3,33.6,Sandy,25,7,5,Kharif,East,Oil seeds
33.1,79.2,50.9,Sandy,24,20,42,Kharif,South,Oil seeds
33.3,51.6,41.9,Loamy,56,17,34,Zaid,Central,Millets
28.5,95.3,46.9,Red,55,39,24,Kharif,South,Maize
22.6,60.9,41.2,Clayey,17,25,27,Rabi,West,Barley
20.9,76.5,22.7,Clayey,57,50,28,Rabi,South,Wheat
17.6,59.7,49.7,Black,41,25,39,Rabi,South,Cotton
17.5,59.4,37.0,Clayey,52,7,30,Rabi,East,Barley
38.1,51.0,46.8,Black,29,44,7,Zaid,West,Millets
36.7,49.6,59.1,Loamy,55,44,10,Zaid,West,Ground Nuts
18.8,37.9,43.2,Alluvial,57,33,48,Rabi,East,Wheat
31.7,48.3,34.0,Alluvial,46,28,7,Kharif,North,Rice
35.2,51.7,37.4,Clayey,54,25,42,Zaid,West,Ground Nuts
23.7,51.2,43.4,Alluvial,53,40,32,Rabi,North,Wheat
28.1,85.4,27.3,Red,17,48,6,Kharif,South,Rice
15.8,76.5,34.5,Clayey,36,36,27,Rabi,West,Barley
34.1,73.0,48.5,Loamy,26,51,46,Kharif,West,Maize
15.7,72.6,18.0,Clayey,48,27,48,Rabi,East,Barley
25.5,85.3,41.2,Black,53,11,27,Kharif,Central,Millets
39.4,51.4,53.2,Alluvial,27,35,41,Zaid,North,Rice
20.3,53.3,44.8,Red,22,50,42,Rabi,South,Barley
30.2,78.7,51.5,Clayey,21,38,18,Kharif,South,Maize
32.8,49.6,26.8,Black,50,50,44,Zaid,North,Millets
17.0,67.4,46.4,Sandy,26,12,31,Rabi,West,Wheat
30.0,58.3,30.9,Loamy,18,11,22,Kharif,East,Rice
29.0,76.7,38.8,Red,41,36,14,Kharif,South,Maize
26.6,81.2,26.3,Red,46,48,35,Kharif,North,Maize
34.7,48.9,22.5,Sandy,26,46,24,Zaid,North,Tobacco
31.0,72.2,40.3,Clayey,19,31,41,Kharif,North,Oil seeds
28.8,90.8,51.3,Loamy,45,22,9,Kharif,North,Maize
19.4,53.0,46.1,Red,45,49,33,Rabi,East,Pulses
19.0,50.1,22.8,Clayey,20,36,6,Rabi,East,Pulses
21.8,71.0,22.2,Alluvial,12,13,27,Rabi,Central,Sugarcane
21.5,65.9,23.5,Loamy,37,47,28,Rabi,East,Pulses
34.9,39.0,63.5,Alluvial,11,56,49,Zaid,North,Rice
21.2,53.0,37.8,Black,49,51,22,Rabi,Central,Cotton
23.9,94.8,37.4,Loamy,59,51,6,Kharif,East,Oil seeds
36.9,43.6,41.5,Alluvial,19,18,8,Zaid,East,Sugarcane
34.4,35.8,37.1,Black,11,43,22,Zaid,West,Cotton
19.3,61.4,57.9,Sandy,35,20,8,Rabi,South,Pulses
30.9,90.4,52.1,Sandy,31,38,48,Kharif,Central,Oil seeds
38.3,37.3,36.2,Sandy,43,51,39,Zaid,East,Millets
28.7,61.6,41.0,Red,48,46,17,Kharif,East,Oil seeds
28.4,57.8,35.6,Alluvial,39,31,21,Kharif,West,Wheat
32.8,71.1,56.7,Loamy,29,44,44,Kharif,South,Maize
23.2,63.3,42.5,Sandy,25,13,25,Rabi,West,Pulses
19.8,68.6,37.4,Clayey,37,45,49,Rabi,Central,Barley
34.2,79.9,33.3,Red,24,29,43,Kharif,South,Rice
18.6,64.6,49.2,Black,50,23,24,Rabi,West,Millets
31.5,59.0,21.6,Clayey,11,7,5,Zaid,East,Ground Nuts
38.3,46.8,44.7,Black,53,21,49,Zaid,North,Millets
31.0,80.2,52.1,Red,50,46,30,Kharif,North,Oil seeds
17.0,60.0,38.1,Sandy,25,59,35,Rabi,South,Pulses
26.8,86.7,33.6,Red,20,6,39,Kharif,Central,Oil seeds
21.7,67.6,33.5,Sandy,14,23,17,Rabi,North,Wheat
39.3,39.3,57.2,Clayey,27,36,36,Zaid,East,Millets
13.4,56.2,30.5,Sandy,51,59,13,Rabi,North,Wheat
19.1,66.6,38.7,Red,18,38,30,Rabi,West,Barley
38.1,56.3,22.6,Alluvial,14,59,16,Zaid,Central,Rice
29.4,70.5,26.2,Black,29,7,25,Kharif,South,Millets
29.8,63.3,42.6,Red,16,56,28,Kharif,South,Maize
27.0,61.5,36.5,Loamy,50,11,10,Rabi,South,Pulses
28.5,58.5,41.5,Clayey,28,8,8,Rabi,West,Wheat
25.0,48.5,36.0,Sandy,11,16,10,Rabi,North,Barley
25.9,81.9,46.0,Red,18,8,30,Kharif,West,Maize
17.8,63.9,25.6,Alluvial,43,17,26,Rabi,East,Rice
19.5,53.7,24.4,Clayey,27,15,33,Rabi,West,Barley
20.9,34.3,35.4,Alluvial,40,42,25,Rabi,Central,Wheat
34.3,58.4,28.6,Red,11,42,19,Zaid,Central,Millets
36.1,49.4,41.2,Sandy,47,34,47,Zaid,Central,Millets
27.5,74.4,31.4,Red,17,14,29,Kharif,East,Rice
30.3,89.2,49.8,Alluvial,53,48,47,Kharif,East,Rice
34.2,51.2,58.3,Sandy,52,44,6,Zaid,South,Tobacco
29.6,89.3,45.8,Red,21,24,23,Kharif,Central,Rice
35.3,55.0,44.2,Sandy,27,40,44,Zaid,North,Millets
35.5,50.0,35.9,Clayey,57,27,47,Zaid,North,Millets
20.7,48.6,47.5,Red,16,57,8,Rabi,South,Wheat
37.6,58.1,45.6,Red,23,48,31,Zaid,South,Tobacco
34.9,73.2,48.7,Red,42,37,29,Kharif,North,Oil seeds
36.0,54.4,52.6,Red,39,14,37,Zaid,Central,Tobacco
20.1,59.7,18.5,Alluvial,45,58,10,Rabi,South,Sugarcane
15.1,48.6,34.7,Alluvial,11,31,24,Rabi,Central,Wheat
30.5,81.2,50.7,Loamy,19,10,25,Kharif,Central,Maize
29.6,82.2,33.4,Black,58,30,7,Kharif,South,Millets
28.9,70.4,28.9,Sandy,33,53,8,Kharif,Central,Maize
23.2,68.3,37.1,Clayey,33,35,31,Rabi,East,Wheat
24.9,74.3,50.7,Black,23,5,22,Kharif,East,Millets
34.4,51.2,49.9,Sandy,25,38,18,Zaid,South,Tobacco
21.3,50.1,41.7,Red,30,59,31,Rabi,South,Pulses
27.2,89.9,24.7,Clayey,38,10,36,Kharif,North,Rice
28.9,84.1,39.8,Red,57,42,24,Kharif,South,Maize
26.5,72.9,28.7,Black,28,22,29,Kharif,North,Cotton
26.0,85.4,70.1,Loamy,19,54,26,Kharif,West,Oil seeds
25.2,59.9,42.9,Sandy,37,16,26,Rabi,East,Pulses
37.2,52.6,42.6,Loamy,14,44,36,Zaid,North,Millets
34.1,58.9,52.0,Sandy,38,34,21,Kharif,Central,Maize
32.1,63.4,38.4,Alluvial,23,27,30,Zaid,East,Rice
33.8,47.8,32.1,Alluvial,45,36,8,Zaid,North,Sugarcane
35.4,71.7,33.1,Clayey,46,18,9,Zaid,Central,Millets
34.5,60.3,48.6,Red,53,7,19,Zaid,North,Tobacco
30.0,85.3,47.9,Sandy,29,18,18,Kharif,North,Rice
19.4,61.7,40.2,Alluvial,28,46,24,Rabi,South,Wheat
20.6,62.9,37.8,Alluvial,35,50,18,Rabi,East,Rice
33.7,40.2,50.7,Alluvial,25,49,23,Zaid,West,Wheat
22.0,74.6,37.6,Alluvial,30,18,10,Kharif,Central,Sugarcane
33.8,45.6,37.1,Black,34,49,19,Zaid,West,Cotton
25.9,88.0,23.5,Sandy,41,39,38,Kharif,North,Rice
35.7,67.1,60.3,Alluvial,37,50,21,Zaid,East,Wheat
28.8,85.1,38.2,Loamy,15,38,47,Kharif,North,Oil seeds
14.9,69.5,21.0,Red,11,21,18,Rabi,South,Barley
34.1,47.3,50.5,Red,47,48,19,Zaid,South,Millets
30.1,51.8,47.8,Red,20,37,19,Zaid,Central,Millets
18.9,79.6,45.1,Clayey,43,15,12,Rabi,South,Wheat
34.2,53.2,47.2,Red,28,28,13,Zaid,East,Millets
18.6,64.9,32.2,Black,59,57,46,Rabi,South,Cotton
35.0,43.5,30.0,Loamy,41,37,40,Zaid,North,Tobacco
35.0,28.3,43.3,Alluvial,56,38,33,Zaid,Central,Wheat
30.3,55.9,38.0,Alluvial,31,18,49,Rabi,South,Rice
29.0,62.6,31.1,Black,29,20,48,Kharif,Central,Millets
32.8,84.5,33.4,Red,16,40,29,Kharif,East,Rice
25.8,84.5,35.9,Alluvial,40,24,16,Kharif,North,Sugarcane
26.5,68.4,41.6,Red,29,17,27,Kharif,West,Rice
32.4,80.5,38.2,Clayey,42,29,47,Kharif,West,Maize
23.9,74.3,45.2,Clayey,47,28,40,Kharif,North,Rice
24.8,79.6,42.5,Alluvial,24,56,6,Rabi,West,Rice
33.8,43.7,56.0,Alluvial,58,33,18,Zaid,East,Rice
30.8,78.4,42.5,Clayey,52,58,37,Kharif,West,Oil seeds
37.6,50.0,56.3,Black,10,52,33,Zaid,East,Cotton
33.2,57.1,48.8,Alluvial,39,22,44,Zaid,Central,Sugarcane
30.5,57.4,29.5,Sandy,47,8,25,Kharif,North,Maize
29.7,64.4,36.8,Loamy,35,6,16,Zaid,West,Ground Nuts
37.2,42.3,58.7,Alluvial,44,12,14,Zaid,West,Sugarcane
20.0,75.1,29.0,Clayey,11,49,17,Rabi,South,Wheat
23.0,60.8,63.6,Loamy,11,50,20,Rabi,South,Barley
20.5,67.4,19.8,Clayey,30,44,39,Rabi,Central,Pulses
19.9,78.5,22.5,Alluvial,57,48,48,Rabi,Central,Sugarcane
35.2,52.2,43.4,Sandy,14,15,7,Zaid,East,Ground Nuts
20.6,53.7,28.6,Loamy,13,7,43,Rabi,Central,Wheat
25.0,76.0,44.8,Alluvial,33,9,5,Kharif,East,Rice
30.7,97.3,52.0,Red,30,47,45,Kharif,West,Rice
28.2,68.2,48.1,Loamy,13,55,48,Kharif,Central,Maize
23.6,59.1,32.4,Loamy,40,17,38,Rabi,South,Barley
32.8,64.6,32.7,Black,20,33,20,Kharif,Central,Cotton
38.0,49.2,26.7,Clayey,51,54,47,Zaid,North,Tobacco
21.8,59.5,41.5,Black,25,23,19,Rabi,Central,Cotton
36.2,47.9,35.2,Sandy,34,8,35,Zaid,North,Ground Nuts
38.1,44.8,43.7,Alluvial,49,19,20,Zaid,East,Sugarcane
35.8,53.1,30.9,Loamy,22,44,27,Zaid,North,Tobacco
19.8,59.8,29.5,Clayey,52,26,35,Rabi,South,Barley
20.2,51.8,50.0,Sandy,10,29,36,Rabi,East,Barley
35.6,38.1,44.0,Red,37,35,40,Zaid,North,Millets
16.6,54.8,49.7,Clayey,28,49,32,Rabi,North,Pulses
26.2,83.5,38.2,Clayey,49,5,7,Kharif,West,Maize
35.4,73.3,35.8,Alluvial,18,21,28,Kharif,East,Rice
32.2,46.1,42.7,Clayey,46,48,33,Zaid,South,Millets
33.5,54.8,38.3,Alluvial,48,12,48,Zaid,East,Rice
29.2,75.7,42.3,Black,26,58,14,Kharif,East,Cotton
33.7,51.5,44.4,Red,33,23,11,Zaid,North,Tobacco
7.2,58.2,40.1,Sandy,52,39,46,Rabi,East,Pulses
22.4,64.9,38.9,Alluvial,58,5,37,Rabi,Central,Wheat
23.8,71.5,39.8,Red,29,18,34,Kharif,East,Rice
22.4,59.0,39.7,Black,51,56,39,Rabi,East,Cotton
21.1,63.0,55.0,Clayey,40,31,41,Rabi,West,Barley
27.6,67.6,29.2,Loamy,36,20,13,Rabi,North,Pulses
24.1,78.4,37.4,Black,35,49,46,Kharif,East,Millets
25.6,52.0,38.8,Alluvial,37,17,28,Rabi,West,Sugarcane
26.9,58.5,39.9,Black,34,17,39,Rabi,Central,Millets
18.6,72.6,39.9,Red,15,53,14,Rabi,North,Pulses
33.8,61.1,50.0,Black,42,23,29,Zaid,South,Millets
34.6,61.0,46.9,Loamy,46,40,40,Rabi,Central,Barley
28.7,71.9,71.6,Loamy,55,10,14,Kharif,Central,Oil seeds
31.8,87.2,36.5,Alluvial,50,18,17,Kharif,Central,Rice
35.7,49.1,45.5,Loamy,14,56,10,Zaid,North,Tobacco
29.8,79.0,26.0,Loamy,47,19,14,Kharif,East,Rice
16.9,61.3,44.6,Black,25,21,49,Rabi,West,Cotton
36.0,41.8,54.9,Red,34,16,31,Zaid,West,Millets
28.6,59.3,47.0,Alluvial,43,28,15,Kharif,South,Rice
15.7,60.5,47.5,Loamy,52,22,8,Rabi,East,Wheat
33.1,64.0,25.6,Red,50,18,45,Zaid,South,Ground Nuts
29.6,68.8,48.0,Black,17,5,27,Kharif,East,Cotton
35.9,67.1,56.2,Red,54,56,28,Kharif,West,Rice
27.8,73.9,37.1,Alluvial,50,36,48,Kharif,East,Rice
20.3,44.3,55.3,Red,44,20,41,Rabi,North,Wheat
24.4,67.5,29.8,Alluvial,27,37,6,Kharif,East,Wheat
15.7,38.2,40.6,Clayey,17,11,29,Rabi,South,Barley
37.8,61.3,48.4,Sandy,49,9,27,Zaid,West,Tobacco
36.1,52.8,46.9,Loamy,23,7,42,Zaid,South,Ground Nuts
39.1,40.0,34.7,Sandy,51,57,13,Zaid,West,Tobacco
18.4,46.3,45.5,Alluvial,22,24,7,Rabi,West,Wheat
40.0,71.9,39.4,Red,54,27,37,Kharif,Central,Oil seeds
21.7,60.3,16.1,Black,37,44,34,Rabi,Central,Millets
34.8,94.4,45.3,Alluvial,27,8,29,Kharif,South,Rice
36.0,56.9,32.6,Sandy,19,6,40,Zaid,North,Ground Nuts
27.8,71.2,43.3,Clayey,12,17,21,Rabi,North,Wheat
33.8,73.1,44.6,Clayey,25,15,16,Kharif,Central,Oil seeds
21.0,62.7,31.6,Alluvial,13,19,37,Rabi,North,Wheat
28.4,69.2,31.1,Red,36,54,16,Kharif,North,Maize
14.3,56.2,10.0,Alluvial,58,32,24,Rabi,Central,Wheat
34.1,43.1,51.5,Black,19,30,45,Zaid,South,Millets
32.3,49.3,54.8,Black,25,34,28,Zaid,Central,Cotton
37.5,43.0,32.0,Alluvial,49,49,27,Zaid,East,Rice
28.3,74.1,36.9,Loamy,31,24,29,Kharif,Central,Maize
39.7,62.8,40.8,Clayey,27,50,24,Zaid,East,Millets
28.7,62.7,49.8,Loamy,38,16,21,Rabi,East,Wheat
37.8,57.1,51.9,Red,27,48,21,Zaid,Central,Millets
28.7,74.2,33.4,Clayey,48,50,19,Kharif,West,Oil seeds
17.7,40.1,36.8,Alluvial,31,48,38,Rabi,South,Rice
11.8,58.6,19.7,Red,18,20,24,Rabi,Central,Wheat
25.3,59.8,16.2,Sandy,43,12,40,Rabi,North,Barley
16.8,59.0,33.0,Loamy,11,33,12,Rabi,North,Wheat
37.0,53.0,46.9,Sandy,44,51,29,Zaid,West,Tobacco
36.5,66.1,29.8,Loamy,47,14,21,Kharif,West,Rice
35.5,36.5,54.7,Clayey,10,16,31,Zaid,North,Millets
20.6,63.1,44.0,Alluvial,36,59,37,Rabi,Central,Sugarcane
35.2,50.1,36.4,Black,32,44,38,Zaid,East,Millets
36.5,43.2,52.5,Sandy,58,35,21,Zaid,Central,Millets
33.4,49.4,44.0,Black,39,28,21,Zaid,South,Cotton
37.7,51.2,34.8,Alluvial,12,29,8,Zaid,South,Wheat
22.5,83.2,35.0,Red,38,18,38,Rabi,East,Pulses
16.0,46.9,32.6,Clayey,20,11,18,Rabi,West,Pulses
22.9,72.9,29.9,Alluvial,51,48,26,Kharif,East,Sugarcane
28.5,93.8,33.2,Black,45,25,17,Kharif,East,Cotton
13.5,61.5,56.6,Black,18,6,41,Rabi,South,Cotton
35.2,51.2,31.9,Clayey,18,52,44,Zaid,Central,Tobacco
16.8,69.4,26.1,Sandy,34,36,46,Rabi,Central,Pulses
28.1,80.8,38.1,Clayey,30,20,45,Kharif,East,Rice
24.6,78.0,35.3,Sandy,23,28,27,Kharif,North,Rice
29.3,72.9,35.7,Alluvial,10,56,35,Kharif,East,Rice
35.9,48.5,27.4,Black,24,14,31,Zaid,South,Cotton
32.6,44.4,49.4,Red,59,48,15,Zaid,Central,Tobacco
25.7,64.6,32.9,Black,56,33,39,Kharif,West,Cotton
22.2,46.4,29.6,Clayey,21,13,25,Rabi,South,Pulses
33.3,38.6,44.4,Red,44,39,23,Zaid,East,Tobacco
34.6,53.7,51.9,Alluvial,23,54,44,Zaid,East,Rice
30.5,77.9,51.7,Black,59,31,9,Kharif,North,Millets
28.5,74.7,48.2,Sandy,19,5,49,Kharif,West,Rice
17.1,50.0,38.8,Clayey,19,26,9,Rabi,East,Pulses
16.3,68.9,49.5,Sandy,37,15,25,Rabi,Central,Barley
19.0,57.9,28.3,Red,15,19,19,Rabi,South,Pulses
27.1,65.5,33.0,Black,14,27,30,Kharif,East,Cotton
16.1,56.3,40.8,Clayey,32,47,43,Rabi,South,Barley
